YEAR,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1011,Chiropractors,,460,42.6,0.481,2.329,*,*,*,*,*,*,*,*,*,*,*,*,*,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1021,"Dentists, General",,640,29.9,0.660,0.957,99.32,"206,580",16.9,56.46,68.30,#,#,#,"117,430","142,060",#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1023,Orthodontists,,**,**,**,**,102.34,"212,860",23.2,62.27,68.40,#,#,#,"129,520","142,270",#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1031,Dietitians and Nutritionists,,340,8.1,0.354,0.841,28.66,"59,620",2.3,19.49,23.74,29.14,33.97,38.36,"40,550","49,390","60,610","70,660","79,800",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1041,Optometrists,,380,8.4,0.398,1.911,41.48,"86,290",13.0,13.92,37.15,45.29,50.79,57.41,"28,950","77,270","94,210","105,630","119,410",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1051,Pharmacists,,"2,300",5.9,2.386,1.131,52.89,"110,020",1.0,46.13,49.71,54.49,59.87,65.05,"95,960","103,400","113,350","124,530","135,300",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1061,Anesthesiologists,,**,**,**,**,118.11,"245,670",18.6,#,#,#,#,#,#,#,#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1062,Family and General Practitioners,,390,22.3,0.404,0.525,78.56,"163,400",7.8,40.65,56.87,71.55,#,#,"84,540","118,300","148,820",#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1063,"Internists, General",,470,19.2,0.488,1.239,93.95,"195,420",8.3,62.85,69.91,#,#,#,"130,740","145,410",#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1064,Obstetricians and Gynecologists,,280,30.1,0.287,1.830,105.87,"220,210",13.2,62.91,#,#,#,#,"130,850",#,#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1065,"Pediatricians, General",,170,23.4,0.176,0.743,100.75,"209,550",11.2,59.37,74.94,#,#,#,"123,480","155,870",#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1066,Psychiatrists,,130,11.4,0.140,0.784,108.66,"226,010",9.5,74.19,#,#,#,#,"154,320",#,#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1067,Surgeons,,390,35.7,0.403,1.185,#,#,*,#,#,#,#,#,#,#,#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1069,"Physicians and Surgeons, All Other",,"3,630",8.4,3.777,1.634,81.85,"170,240",11.1,23.24,29.05,#,#,#,"48,340","60,420",#,#,#,,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1071,Physician Assistants,,440,13.2,0.460,0.718,50.16,"104,330",4.0,33.54,40.99,49.05,58.14,72.67,"69,750","85,250","102,020","120,930","151,140",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1111,Registered Nurses*,,"19,610",6.6,20.387,0.976,37.59,"78,180",1.0,27.92,32.41,37.71,42.89,48.30,"58,070","67,410","78,430","89,200","100,450",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1122,Occupational Therapists,,610,5.2,0.639,0.810,34.55,"71,870",1.2,25.95,31.01,35.30,39.57,43.38,"53,980","64,500","73,420","82,310","90,230",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1123,Physical Therapists,,"1,420",5.7,1.471,1.037,36.08,"75,050",1.3,28.67,31.72,36.01,40.45,44.48,"59,630","65,980","74,900","84,150","92,510",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1124,Radiation Therapists,,120,12.3,0.122,0.934,40.31,"83,850",1.8,32.28,35.64,40.17,44.86,49.99,"67,150","74,130","83,550","93,300","103,980",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1125,Recreational Therapists,,50,13.9,0.051,0.311,25.19,"52,390",2.8,14.12,22.47,26.12,29.84,33.54,"29,380","46,740","54,330","62,070","69,770",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1126,Respiratory Therapists,,600,11.9,0.625,0.727,29.43,"61,200",1.1,23.73,26.50,29.67,32.53,35.47,"49,360","55,120","61,720","67,660","73,780",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1127,Speech-Language Pathologists,,890,9.2,0.930,1.050,36.76,"76,450",5.7,23.90,28.23,33.72,39.62,51.42,"49,720","58,710","70,140","82,420","106,950",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1128,"Therapists, All Other*",,**,**,**,**,26.04,"54,160",4.5,17.32,19.58,24.02,31.75,39.06,"36,030","40,730","49,960","66,030","81,250",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1131,Veterinarians,,620,14.2,0.641,1.495,40.25,"83,710",13.4,22.02,29.49,36.93,44.02,73.42,"45,800","61,340","76,820","91,560","152,710",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1181,Audiologists,,100,33.9,0.107,1.058,33.81,"70,330",1.9,27.60,30.64,33.98,38.16,42.38,"57,420","63,730","70,670","79,380","88,140",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-1199,"Health Diagnosing and Treating Practitioners, All Other",,300,15.5,0.312,1.263,31.60,"65,730",8.5,15.10,24.19,29.95,35.39,44.50,"31,400","50,310","62,290","73,620","92,550",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2011,Medical and Clinical Laboratory Technologists,,"1,280",10.9,1.333,1.030,30.46,"63,360",1.9,22.39,27.10,31.17,34.84,38.17,"46,580","56,370","64,840","72,470","79,390",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2012,Medical and Clinical Laboratory Technicians,,900,15.9,0.937,0.761,19.88,"41,350",3.8,12.18,14.81,19.92,24.43,28.15,"25,330","30,800","41,430","50,810","58,550",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2021,Dental Hygienists,,"1,800",18.6,1.875,1.342,37.77,"78,570",2.2,31.01,34.11,38.21,42.41,45.28,"64,500","70,940","79,480","88,200","94,180",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2031,Cardiovascular Technologists and Technicians,,310,11.4,0.318,0.830,30.21,"62,840",1.3,16.60,20.34,32.89,38.62,42.72,"34,540","42,300","68,400","80,330","88,870",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2032,Diagnostic Medical Sonographers,,310,11.0,0.326,0.782,39.94,"83,070",3.4,32.23,36.02,39.89,44.08,49.41,"67,050","74,920","82,960","91,700","102,780",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2033,Nuclear Medicine Technologists,,80,7.9,0.086,0.506,38.49,"80,060",1.4,31.03,34.91,38.97,43.01,46.10,"64,540","72,620","81,050","89,460","95,890",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2037,Radiologic Technologists and Technicians*,,"1,360",10.3,1.416,0.830,31.11,"64,710",1.0,23.63,26.83,31.23,35.50,39.79,"49,150","55,810","64,970","73,840","82,770",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2041,Emergency Medical Technicians and Paramedics,,"1,380",22.3,1.437,0.824,23.37,"48,600",7.1,13.04,17.04,22.12,28.12,36.83,"27,130","35,440","46,020","58,480","76,610",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2051,Dietetic Technicians,,440,49.3,0.453,2.410,10.96,"22,800",3.9,8.81,9.16,9.81,11.44,14.30,"18,320","19,050","20,400","23,790","29,740",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2052,Pharmacy Technicians,,"2,790",5.2,2.897,1.104,17.08,"35,530",0.9,12.99,15.10,17.10,19.29,21.60,"27,010","31,420","35,570","40,120","44,930",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2055,Surgical Technologists,,570,13.6,0.589,0.811,22.40,"46,590",2.3,16.72,19.72,22.75,25.27,27.96,"34,780","41,020","47,330","52,560","58,160",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2056,Veterinary Technologists and Technicians,,660,20.9,0.684,1.088,15.33,"31,880",3.9,11.31,13.06,15.32,17.30,19.40,"23,520","27,160","31,870","35,990","40,360",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2061,Licensed Practical and Licensed Vocational Nurses,,"1,360",9.3,1.413,0.246,22.39,"46,570",1.2,18.00,20.12,22.41,25.07,27.66,"37,450","41,860","46,600","52,140","57,530",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2071,Medical Records and Health Information Technicians,,"1,400",12.8,1.452,1.048,18.77,"39,040",2.2,12.66,14.87,18.22,22.29,25.59,"26,330","30,940","37,900","46,360","53,230",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2081,"Opticians, Dispensing",,580,22.3,0.600,1.226,18.93,"39,370",5.3,11.92,14.42,19.23,23.30,26.03,"24,780","29,990","39,990","48,460","54,140",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-2799,"Health Technologists and Technicians, All Other*",,"1,110",12.7,1.158,1.674,21.40,"44,510",3.3,13.50,16.52,21.01,24.94,30.31,"28,080","34,370","43,700","51,880","63,040",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-9011,Occupational Health and Safety Specialists,,550,15.6,0.571,1.327,27.62,"57,460",2.3,14.34,21.72,28.31,33.23,38.88,"29,830","45,170","58,880","69,110","80,870",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-9012,Occupational Health and Safety Technicians,,40,17.9,0.046,0.583,21.40,"44,500",3.2,14.16,18.55,21.10,24.63,29.61,"29,450","38,580","43,890","51,240","61,590",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-9091,Athletic Trainers,,70,25.9,0.075,0.585,*,"51,890",8.7,*,*,*,*,*,"32,090","34,730","39,710","57,490","71,820",TRUE,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",29-9799,"Healthcare Practitioners and Technical Workers, All Other*",,500,18.7,0.519,1.184,27.84,"57,910",6.8,9.26,18.71,27.04,37.03,44.24,"19,260","38,920","56,250","77,020","92,020",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-0000,Healthcare Support Occupations,major,"26,890",3.6,27.952,0.896,14.74,"30,660",2.1,9.35,10.82,14.25,17.77,20.95,"19,450","22,500","29,640","36,970","43,580",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-1011,Home Health Aides,,"5,290",8.3,5.503,0.712,10.24,"21,290",2.3,8.77,9.14,9.81,10.93,12.06,"18,240","19,020","20,410","22,740","25,080",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-1012,"Nursing Aides, Orderlies, and Attendants*",,"7,510",9.7,7.807,0.684,13.34,"27,750",2.1,9.53,10.77,13.10,15.83,17.95,"19,820","22,390","27,240","32,920","37,330",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-1013,Psychiatric Aides,,**,**,**,**,12.57,"26,140",4.3,9.03,10.23,12.34,14.05,17.20,"18,770","21,270","25,660","29,230","35,780",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-2011,Occupational Therapy Assistants,,130,17.0,0.135,0.619,25.53,"53,100",2.2,21.35,23.73,25.86,28.05,29.42,"44,400","49,360","53,790","58,340","61,190",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-2021,Physical Therapist Assistants,,350,10.0,0.365,0.703,23.30,"48,470",1.7,18.73,20.80,23.67,26.36,28.30,"38,950","43,270","49,240","54,840","58,870",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-2022,Physical Therapist Aides,,380,13.6,0.398,1.102,12.68,"26,370",1.8,10.21,11.31,12.66,14.07,15.28,"21,240","23,520","26,330","29,260","31,770",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9011,Massage Therapists,,"1,200",17.9,1.244,2.633,21.61,"44,940",6.3,12.74,16.17,19.88,27.09,34.45,"26,500","33,640","41,350","56,350","71,660",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9091,Dental Assistants,,"3,110",4.7,3.234,1.398,18.55,"38,590",2.4,14.16,16.24,18.61,21.11,23.00,"29,450","33,790","38,700","43,900","47,840",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9092,Medical Assistants,,"4,410",5.9,4.581,1.113,16.09,"33,470",1.3,12.62,14.11,16.11,17.97,19.87,"26,260","29,340","33,500","37,370","41,320",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9093,Medical Equipment Preparers,,770,12.2,0.803,2.157,16.55,"34,420",3.2,11.05,13.80,16.81,19.50,21.93,"22,990","28,710","34,960","40,550","45,620",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9094,Medical Transcriptionists,,520,23.4,0.546,0.881,19.64,"40,860",1.3,15.85,17.64,19.91,21.94,23.60,"32,980","36,700","41,420","45,630","49,090",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9095,Pharmacy Aides,,**,**,**,**,11.51,"23,940",3.7,8.73,9.13,11.90,13.37,14.29,"18,150","18,990","24,760","27,820","29,710",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,,800,23.9,0.836,1.507,11.33,"23,560",3.2,9.56,10.17,11.05,12.07,13.93,"19,890","21,150","22,990","25,110","28,970",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",31-9799,"Healthcare Support Workers, All Other*",,"2,030",8.5,2.111,1.383,16.92,"35,200",1.2,12.23,14.18,16.97,19.41,21.83,"25,440","29,500","35,290","40,370","45,410",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-0000,Protective Service Occupations,major,"16,070",4.6,16.706,0.666,22.44,"46,660",3.9,9.80,12.18,20.83,30.74,37.32,"20,390","25,340","43,320","63,930","77,630",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-1011,First-Line Supervisors of Correctional Officers,,190,3.7,0.198,0.630,36.15,"75,190",2.5,29.08,32.78,35.56,39.44,45.14,"60,480","68,190","73,970","82,040","93,890",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-1012,First-Line Supervisors of Police and Detectives,,620,4.4,0.643,0.800,40.85,"84,970",1.5,32.88,35.63,39.45,45.29,53.05,"68,400","74,120","82,070","94,190","110,350",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,590,10.7,0.609,1.316,37.57,"78,140",3.2,26.90,30.68,36.85,44.71,52.80,"55,960","63,820","76,660","92,990","109,830",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-1099,"First-Line Supervisors of Protective Service Workers, All Other",,340,13.0,0.350,0.806,23.33,"48,540",3.1,14.21,18.99,22.88,27.82,33.33,"29,550","39,500","47,580","57,850","69,330",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-2011,Firefighters,,"1,700",13.5,1.763,0.741,28.45,"59,170",3.2,18.48,23.21,29.52,34.11,37.78,"38,440","48,280","61,400","70,950","78,590",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-2021,Fire Inspectors and Investigators,,100,4.5,0.100,0.974,36.99,"76,930",2.8,31.76,34.10,37.16,40.61,45.60,"66,050","70,940","77,300","84,470","94,850",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-3012,Correctional Officers and Jailers,,"1,630",4.3,1.696,0.471,25.19,"52,400",2.5,18.17,21.53,25.93,29.14,31.42,"37,790","44,780","53,930","60,610","65,360",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-3021,Detectives and Criminal Investigators,,390,1.3,0.404,0.464,39.35,"81,850",4.0,26.17,32.42,36.38,45.05,58.76,"54,420","67,440","75,670","93,700","122,220",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-3041,Parking Enforcement Workers,,90,16.1,0.090,1.213,20.92,"43,510",4.8,14.92,20.34,21.98,23.71,24.94,"31,030","42,300","45,710","49,320","51,870",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-3051,Police and Sheriff's Patrol Officers,,"2,600",2.8,2.700,0.533,30.84,"64,160",2.3,23.44,26.90,31.12,35.49,39.07,"48,740","55,950","64,740","73,810","81,260",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-3052,Transit and Railroad Police,,**,**,**,**,28.43,"59,130",3.0,21.21,24.99,28.04,31.63,37.41,"44,110","51,980","58,330","65,790","77,810",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9011,Animal Control Workers,,50,15.0,0.053,0.448,20.81,"43,290",1.8,15.52,18.63,21.13,23.67,26.17,"32,290","38,760","43,940","49,240","54,440",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9021,Private Detectives and Investigators,,150,9.9,0.152,0.685,18.98,"39,470",3.4,12.37,13.66,16.71,22.84,30.53,"25,730","28,420","34,750","47,510","63,500",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9032,Security Guards,,"5,200",12.1,5.410,0.683,13.03,"27,100",2.4,9.14,10.00,11.54,15.71,19.18,"19,000","20,810","24,010","32,670","39,890",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9091,Crossing Guards,,890,11.6,0.925,1.710,14.34,"29,830",7.1,9.68,10.93,12.92,16.74,21.58,"20,130","22,740","26,860","34,830","44,880",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",,560,6.3,0.584,0.632,10.13,"21,070",1.6,8.76,9.07,9.64,10.94,12.19,"18,220","18,860","20,060","22,760","25,350",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9093,Transportation Security Screeners* (federal only),,420,0.0,0.436,1.306,18.49,"38,450",*,16.95,17.29,18.05,19.75,20.97,"35,260","35,970","37,550","41,070","43,620",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",33-9099,"Protective Service Workers, All Other *",,470,4.1,0.487,0.781,17.88,"37,180",2.7,9.38,12.50,17.71,22.26,26.16,"19,510","26,000","36,830","46,300","54,410",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-0000,Food Preparation and Serving Related Occupations,major,"82,980",1.2,86.258,0.994,11.54,"24,010",1.5,8.74,9.09,10.02,12.73,16.43,"18,180","18,900","20,830","26,470","34,180",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-1011,Chefs and Head Cooks,,650,22.4,0.680,0.955,22.98,"47,800",6.7,15.14,17.12,20.63,26.27,38.25,"31,500","35,610","42,920","54,640","79,550",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-1012,First-Line Supervisors of Food Preparation and Serving Workers,,"5,380",7.7,5.595,0.919,15.62,"32,480",2.3,10.37,11.83,14.91,18.72,21.78,"21,580","24,600","31,010","38,940","45,300",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-2011,"Cooks, Fast Food",,"4,040",19.0,4.194,1.015,9.49,"19,740",2.0,8.64,8.85,9.20,9.78,11.09,"17,970","18,410","19,130","20,340","23,060",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-2012,"Cooks, Institution and Cafeteria",,"2,820",9.3,2.936,0.962,13.22,"27,500",2.1,9.51,10.70,12.86,15.17,17.79,"19,770","22,260","26,740","31,550","36,990",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-2014,"Cooks, Restaurant",,"8,230",8.0,8.556,1.207,12.51,"26,020",3.3,9.26,10.27,11.68,13.57,15.74,"19,270","21,370","24,290","28,230","32,740",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-2015,"Cooks, Short Order",,970,16.3,1.003,0.742,10.77,"22,400",3.2,8.97,9.50,10.41,11.35,13.46,"18,650","19,750","21,650","23,600","28,000",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-2019,"Cooks, All Other",,140,36.1,0.145,0.947,13.54,"28,170",4.8,9.67,10.84,13.40,15.63,17.86,"20,100","22,540","27,870","32,510","37,150",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-2021,Food Preparation Workers,,"4,930",10.4,5.122,0.811,11.11,"23,110",1.3,8.87,9.48,10.80,12.26,14.11,"18,460","19,720","22,450","25,510","29,360",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-3011,Bartenders,,"6,340",19.5,6.586,1.690,12.05,"25,050",2.8,8.90,9.46,11.89,13.92,16.40,"18,510","19,680","24,720","28,950","34,110",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",,"22,900",6.0,23.802,1.124,9.70,"20,170",0.9,8.64,8.85,9.19,9.86,11.86,"17,970","18,400","19,110","20,520","24,660",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",,"2,840",19.6,2.948,0.839,10.10,"21,010",2.8,8.68,8.87,9.20,9.99,13.20,"18,050","18,460","19,140","20,770","27,460",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-3031,Waiters and Waitresses,,"14,300",7.2,14.869,0.842,13.23,"27,510",4.1,8.96,9.59,11.31,14.83,21.29,"18,630","19,940","23,530","30,840","44,290",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-3041,"Food Servers, Nonrestaurant",,"1,380",16.7,1.432,0.886,11.01,"22,910",5.1,8.68,8.97,9.69,12.63,16.02,"18,050","18,660","20,160","26,280","33,320",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,,"2,110",18.9,2.191,0.712,10.04,"20,880",3.4,8.61,8.82,9.15,9.73,13.10,"17,920","18,340","19,020","20,240","27,240",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-9021,Dishwashers,,"3,350",19.7,3.477,0.873,9.46,"19,680",1.2,8.63,8.84,9.19,9.83,11.04,"17,950","18,390","19,110","20,450","22,950",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",,"1,770",12.1,1.842,0.712,9.67,"20,110",2.1,8.68,8.88,9.21,9.76,11.57,"18,050","18,460","19,150","20,300","24,070",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",35-9099,"Food Preparation and Serving Related Workers, All Other",,840,31.1,0.877,2.483,13.87,"28,850",1.8,9.75,11.75,14.00,16.22,17.78,"20,270","24,450","29,120","33,740","36,970",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"27,560",3.6,28.650,0.872,12.63,"26,260",1.1,8.85,9.46,11.50,14.46,18.10,"18,410","19,670","23,910","30,080","37,660",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,,930,9.7,0.969,0.714,17.62,"36,650",2.5,11.90,13.86,16.95,20.86,25.01,"24,740","28,830","35,260","43,390","52,030",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",,590,17.1,0.617,0.779,23.35,"48,560",4.9,14.01,17.15,22.97,28.13,35.32,"29,130","35,670","47,780","58,510","73,470",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",,"15,280",4.9,15.886,0.981,12.13,"25,230",1.4,8.85,9.48,11.47,13.98,16.83,"18,400","19,710","23,850","29,090","35,010",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-2012,Maids and Housekeeping Cleaners,,"5,190",9.2,5.391,0.791,10.73,"22,320",1.9,8.72,9.04,9.94,11.74,14.56,"18,130","18,810","20,670","24,430","30,290",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-2019,"Building Cleaning Workers, All Other",,**,**,**,**,13.39,"27,840",13.0,8.97,9.42,10.98,17.41,20.83,"18,650","19,600","22,850","36,220","43,330",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-2021,Pest Control Workers,,170,22.8,0.179,0.364,16.02,"33,330",5.7,9.77,12.63,15.52,18.06,24.30,"20,320","26,270","32,290","37,570","50,540",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-3011,Landscaping and Groundskeeping Workers,,"4,910",12.9,5.099,0.781,13.37,"27,810",2.3,8.99,9.93,12.25,15.77,19.66,"18,690","20,660","25,470","32,810","40,900",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,160,47.2,0.170,0.931,15.90,"33,070",7.4,10.73,12.70,15.71,19.06,21.79,"22,320","26,410","32,670","39,650","45,330",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-3013,Tree Trimmers and Pruners,,130,36.5,0.134,0.454,14.85,"30,890",11.4,8.96,10.26,15.08,17.35,21.12,"18,630","21,330","31,370","36,080","43,930",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",37-3019,"Grounds Maintenance Workers, All Other",,**,**,**,**,20.34,"42,310",6.3,11.67,15.61,18.48,25.63,32.29,"24,270","32,470","38,440","53,320","67,160",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",39-0000,Personal Care and Service Occupations,major,"26,260",4.9,27.299,1.013,12.12,"25,200",2.2,8.75,9.17,10.36,12.46,18.27,"18,210","19,080","21,540","25,910","38,000",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",39-1011,Gaming Supervisors,,90,41.9,0.095,0.526,23.63,"49,140",4.6,15.89,18.42,21.78,27.82,35.01,"33,050","38,300","45,300","57,870","72,830",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",39-1021,First-Line Supervisors of Personal Service Workers,,"1,210",13.3,1.256,1.211,16.55,"34,420",3.5,11.13,12.58,14.29,18.19,25.88,"23,160","26,170","29,730","37,840","53,830",,
2010,OR,38900,"Portland-Vancouver-Beaverton, OR-WA",39-2011,Animal Trainers,,**,**,**,**,10.43,"21,690",9.5,8.71,9.00,9.47,10.30,12.56,"18,110","18,710","19,700","21,420","26,120",,
