YEAR,PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3092,Recreational Vehicle Service Technicians,detailed,170,43.6,0.159,1.83,18.99,"39,500",5.1,14.17,16.06,18.24,21.81,25.69,"29,480","33,410","37,950","45,360","53,440",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-3093,Tire Repairers and Changers,detailed,900,26.0,0.824,1.06,14.37,"29,880",5.5,9.64,10.94,14.81,17.41,18.77,"20,050","22,760","30,800","36,200","39,040",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,230,37.2,0.215,0.70,26.88,"55,920",5.3,18.31,21.46,26.01,31.81,37.48,"38,090","44,630","54,100","66,160","77,960",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"1,470",15.3,1.348,0.68,26.55,"55,210",7.6,13.77,18.44,24.05,29.43,40.20,"28,630","38,360","50,030","61,210","83,610",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9031,Home Appliance Repairers,detailed,450,26.3,0.413,1.68,17.22,"35,810",6.5,10.08,11.83,16.22,21.19,27.21,"20,980","24,600","33,750","44,070","56,600",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9041,Industrial Machinery Mechanics,detailed,"2,830",8.9,2.603,1.11,28.65,"59,600",2.4,19.15,22.81,27.68,33.85,41.26,"39,820","47,450","57,580","70,410","85,830",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9043,"Maintenance Workers, Machinery",detailed,590,20.2,0.544,0.81,23.17,"48,180",2.5,15.49,18.80,22.43,27.01,30.56,"32,230","39,110","46,650","56,180","63,560",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9044,Millwrights,detailed,680,34.0,0.627,2.16,26.20,"54,500",3.7,18.45,21.19,25.03,29.96,35.98,"38,370","44,070","52,050","62,310","74,840",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9045,"Refractory Materials Repairers, Except Brickmasons",detailed,40,25.9,0.040,3.57,20.65,"42,950",3.1,14.11,17.14,21.10,23.96,27.46,"29,360","35,650","43,880","49,840","57,110",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9051,Electrical Power-Line Installers and Repairers,detailed,400,11.6,0.364,0.44,42.50,"88,410",1.8,35.05,40.74,42.63,46.21,49.18,"72,900","84,740","88,660","96,120","102,290",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9052,Telecommunications Line Installers and Repairers,detailed,640,24.9,0.590,0.77,20.43,"42,490",8.0,11.88,14.33,18.38,26.08,32.31,"24,710","29,800","38,230","54,250","67,200",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9062,Medical Equipment Repairers,detailed,260,25.6,0.241,0.81,29.46,"61,290",5.9,16.80,19.82,31.17,36.82,42.50,"34,940","41,230","64,840","76,590","88,410",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9063,Musical Instrument Repairers and Tuners,detailed,**,**,**,**,18.92,"39,350",3.7,9.35,14.14,19.75,23.24,27.17,"19,450","29,400","41,080","48,340","56,520",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,260,26.7,0.242,2.75,29.11,"60,560",4.6,19.71,23.18,29.44,34.15,37.26,"41,000","48,210","61,240","71,030","77,490",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9071,"Maintenance and Repair Workers, General",detailed,"8,230",5.5,7.561,0.79,20.66,"42,970",1.5,12.18,15.00,19.49,26.00,30.60,"25,330","31,200","40,540","54,090","63,650",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,140,29.7,0.124,0.53,15.80,"32,850",4.3,10.58,12.27,14.67,18.25,22.64,"22,000","25,520","30,520","37,960","47,090",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9094,Locksmiths and Safe Repairers,detailed,180,41.7,0.166,1.28,18.20,"37,850",2.7,11.08,13.52,17.43,22.85,27.19,"23,050","28,120","36,250","47,530","56,550",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9096,Riggers,detailed,200,28.1,0.183,1.11,25.24,"52,500",8.8,15.87,17.90,22.04,29.70,42.63,"33,000","37,240","45,850","61,770","88,670",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,760,13.1,0.702,0.78,14.24,"29,620",2.7,9.75,10.88,13.30,16.98,20.54,"20,270","22,640","27,650","35,310","42,720",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"1,180",10.5,1.087,1.05,21.54,"44,800",5.2,11.38,14.51,20.02,27.69,34.66,"23,660","30,180","41,650","57,600","72,080",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-0000,Production Occupations,major,"69,300",2.7,63.652,0.97,18.43,"38,340",1.5,10.56,12.86,16.98,22.34,28.51,"21,960","26,750","35,320","46,470","59,300",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"3,980",4.1,3.657,0.84,28.09,"58,430",1.4,17.12,21.37,27.10,33.89,40.25,"35,620","44,450","56,380","70,500","83,720",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2021,"Coil Winders, Tapers, and Finishers",detailed,120,21.0,0.113,1.07,13.39,"27,860",7.0,10.00,10.98,12.80,15.07,17.95,"20,810","22,830","26,630","31,350","37,340",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2022,Electrical and Electronic Equipment Assemblers,detailed,"2,410",6.7,2.216,1.44,16.25,"33,800",2.1,10.57,12.56,15.57,18.48,22.60,"21,980","26,120","32,380","38,430","47,010",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2023,Electromechanical Equipment Assemblers,detailed,380,17.4,0.348,1.03,15.71,"32,680",3.8,10.51,12.25,15.57,18.10,21.65,"21,860","25,490","32,380","37,650","45,040",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2031,Engine and Other Machine Assemblers,detailed,110,12.8,0.105,0.37,19.54,"40,640",5.3,14.00,15.90,18.11,22.36,27.82,"29,110","33,080","37,670","46,500","57,870",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2041,Structural Metal Fabricators and Fitters,detailed,910,12.9,0.839,1.45,22.55,"46,910",2.8,15.69,19.01,22.62,26.69,29.45,"32,630","39,550","47,050","55,510","61,260",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2091,Fiberglass Laminators and Fabricators,detailed,50,37.5,0.046,0.31,16.36,"34,020",8.9,10.56,12.50,15.91,20.77,22.86,"21,960","26,000","33,100","43,190","47,550",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2092,Team Assemblers,detailed,"3,460",13.9,3.176,0.39,14.34,"29,830",2.6,9.80,10.82,12.92,16.84,21.92,"20,380","22,510","26,870","35,030","45,590",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-2099,"Assemblers and Fabricators, All Other",detailed,"2,710",11.2,2.489,1.50,18.05,"37,540",5.8,10.27,12.30,16.54,21.80,28.77,"21,370","25,580","34,400","45,340","59,840",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3011,Bakers,detailed,"1,240",8.8,1.136,0.89,14.80,"30,790",3.7,10.05,11.55,14.15,17.71,20.96,"20,890","24,030","29,420","36,830","43,590",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3021,Butchers and Meat Cutters,detailed,860,11.0,0.793,0.80,18.12,"37,700",2.1,12.41,15.23,18.57,21.55,23.32,"25,820","31,680","38,620","44,830","48,510",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,240,37.6,0.221,0.20,12.39,"25,780",6.1,9.40,9.53,10.81,13.62,19.25,"19,550","19,830","22,470","28,330","40,030",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3023,Slaughterers and Meat Packers,detailed,150,41.5,0.134,0.23,15.28,"31,780",6.6,10.96,12.72,14.85,17.20,18.72,"22,790","26,470","30,900","35,780","38,930",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,370,35.9,0.336,2.28,17.47,"36,330",4.8,12.33,13.43,15.22,20.79,26.41,"25,650","27,940","31,670","43,250","54,940",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3092,Food Batchmakers,detailed,"1,030",27.3,0.943,0.97,14.31,"29,770",4.4,9.88,10.87,12.87,15.86,21.92,"20,540","22,610","26,760","32,990","45,580",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3093,Food Cooking Machine Operators and Tenders,detailed,110,34.8,0.102,0.41,14.20,"29,540",3.1,10.12,11.27,13.47,16.30,20.42,"21,050","23,430","28,010","33,900","42,470",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-3099,"Food Processing Workers, All Other",detailed,670,28.2,0.617,1.86,12.01,"24,970",3.8,9.33,9.91,11.02,13.28,17.04,"19,410","20,610","22,920","27,620","35,440",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"1,780",12.5,1.636,1.54,18.74,"38,980",4.1,11.52,13.76,17.81,22.54,27.24,"23,970","28,620","37,040","46,870","56,670",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,490,14.8,0.445,2.39,28.41,"59,090",5.2,19.24,23.11,27.26,30.88,40.20,"40,010","48,070","56,690","64,230","83,620",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,560,16.2,0.513,0.98,15.65,"32,550",2.9,10.37,11.97,15.55,18.65,22.08,"21,560","24,900","32,340","38,780","45,930",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,100,38.3,0.095,0.67,16.86,"35,080",3.5,11.41,13.33,15.94,19.59,23.97,"23,730","27,720","33,160","40,760","49,850",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,160,1.6,0.146,0.64,21.47,"44,650",2.2,15.33,17.33,21.13,25.51,28.80,"31,890","36,060","43,950","53,060","59,910",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,200",9.3,1.106,0.78,18.19,"37,830",5.2,11.21,13.36,16.72,21.00,27.07,"23,310","27,790","34,770","43,690","56,310",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,200,22.5,0.180,1.67,17.96,"37,360",4.6,12.35,14.27,16.88,19.19,24.05,"25,690","29,680","35,110","39,920","50,020",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,090",18.0,1.002,1.88,24.13,"50,200",2.7,12.53,16.35,21.34,28.80,44.15,"26,060","34,000","44,390","59,900","91,830",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,130,21.9,0.121,0.42,24.64,"51,250",7.2,14.38,18.14,24.96,28.67,40.07,"29,900","37,720","51,920","59,640","83,340",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,80,18.5,0.070,0.49,17.94,"37,320",3.8,12.78,15.83,17.38,18.94,25.81,"26,580","32,930","36,160","39,390","53,680",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4041,Machinists,detailed,"2,910",12.2,2.674,0.92,23.22,"48,290",2.0,15.61,18.24,22.74,27.77,31.61,"32,470","37,940","47,290","57,760","65,750",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4051,Metal-Refining Furnace Operators and Tenders,detailed,140,34.2,0.130,0.89,19.27,"40,090",6.2,12.69,15.30,18.33,22.97,27.48,"26,400","31,830","38,130","47,780","57,170",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4052,"Pourers and Casters, Metal",detailed,120,49.4,0.111,1.59,15.84,"32,950",3.7,10.35,11.91,14.84,18.98,23.39,"21,530","24,780","30,870","39,480","48,640",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4062,"Patternmakers, Metal and Plastic",detailed,80,49.3,0.070,2.41,24.33,"50,600",6.7,11.89,20.02,26.05,29.34,33.23,"24,720","41,640","54,180","61,030","69,130",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4071,Foundry Mold and Coremakers,detailed,210,21.7,0.190,2.04,18.71,"38,920",5.4,12.59,15.19,18.94,22.32,24.74,"26,180","31,600","39,400","46,430","51,460",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,970,19.6,0.886,0.90,15.73,"32,720",2.5,10.60,12.55,14.88,18.34,22.27,"22,040","26,100","30,940","38,150","46,330",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,050",15.7,0.963,1.26,17.53,"36,450",1.8,12.64,15.10,17.35,20.15,22.93,"26,280","31,400","36,090","41,900","47,690",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4111,Tool and Die Makers,detailed,250,8.9,0.230,0.43,27.76,"57,730",4.7,19.98,22.66,26.93,31.07,39.45,"41,570","47,140","56,020","64,620","82,060",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,"3,420",6.2,3.141,1.12,20.81,"43,290",2.1,15.16,17.30,20.62,23.86,27.96,"31,540","35,980","42,890","49,640","58,160",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,180,18.8,0.170,0.44,18.11,"37,680",3.8,12.54,14.73,17.98,21.44,23.77,"26,090","30,630","37,390","44,590","49,440",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,250,21.0,0.233,1.56,17.15,"35,660",3.5,12.12,13.82,16.66,20.08,23.41,"25,210","28,740","34,650","41,760","48,700",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,480,11.4,0.438,1.70,18.04,"37,520",4.4,12.70,14.89,17.17,19.79,23.71,"26,410","30,970","35,720","41,160","49,310",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,230,13.7,0.216,2.91,22.66,"47,130",6.7,13.33,16.66,22.11,27.23,30.24,"27,720","34,640","46,000","56,650","62,900",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-4199,"Metal Workers and Plastic Workers, All Other",detailed,"1,290",15.1,1.188,7.38,14.66,"30,480",4.4,9.69,10.70,12.62,17.57,22.94,"20,160","22,260","26,250","36,550","47,720",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-5111,Prepress Technicians and Workers,detailed,330,21.5,0.305,1.19,21.68,"45,100",6.0,12.27,16.20,20.54,27.96,33.51,"25,530","33,700","42,720","58,160","69,700",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-5112,Printing Press Operators,detailed,"1,440",8.6,1.324,1.08,18.05,"37,540",4.1,10.81,13.11,16.71,22.31,28.30,"22,490","27,280","34,760","46,400","58,860",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-5113,Print Binding and Finishing Workers,detailed,470,16.0,0.436,1.15,15.38,"31,980",3.4,10.02,11.38,14.73,18.27,22.54,"20,840","23,660","30,630","38,010","46,880",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6011,Laundry and Dry-Cleaning Workers,detailed,"1,120",12.1,1.027,0.70,12.19,"25,360",3.8,9.39,9.95,11.22,14.20,17.07,"19,530","20,700","23,340","29,530","35,510",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,470,37.7,0.433,1.23,10.74,"22,330",2.7,9.54,9.90,10.64,11.39,11.85,"19,850","20,580","22,140","23,690","24,650",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6031,Sewing Machine Operators,detailed,810,12.4,0.748,0.73,13.07,"27,190",4.4,9.59,10.28,11.48,15.93,18.48,"19,950","21,370","23,880","33,140","38,440",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,120,29.5,0.111,0.77,14.62,"30,400",4.9,9.87,11.38,13.69,17.55,21.55,"20,520","23,670","28,480","36,500","44,820",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,90,17.4,0.080,0.75,12.15,"25,270",2.7,9.77,10.45,11.57,13.71,15.68,"20,330","21,730","24,070","28,520","32,600",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6092,Fabric and Apparel Patternmakers,detailed,30,48.9,0.031,0.82,24.52,"51,000",7.1,10.34,13.26,25.25,34.04,39.93,"21,500","27,580","52,520","70,790","83,050",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6093,Upholsterers,detailed,180,15.5,0.162,0.74,15.56,"32,360",9.2,9.94,10.86,13.55,19.32,24.17,"20,670","22,580","28,190","40,180","50,270",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,70,30.6,0.061,0.51,12.63,"26,270",3.0,9.96,10.68,11.88,14.12,16.38,"20,710","22,210","24,700","29,360","34,070",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-7011,Cabinetmakers and Bench Carpenters,detailed,830,22.3,0.764,1.12,17.14,"35,650",4.2,11.10,13.37,16.64,20.57,23.94,"23,080","27,810","34,600","42,780","49,800",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-7021,Furniture Finishers,detailed,40,37.8,0.033,0.28,16.02,"33,320",5.7,11.24,12.89,14.89,18.43,22.99,"23,390","26,800","30,980","38,340","47,820",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,470,16.6,0.431,1.22,16.15,"33,600",2.7,11.04,12.94,16.05,18.94,22.22,"22,960","26,910","33,380","39,390","46,230",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,740,22.0,0.677,1.24,15.84,"32,960",4.4,10.74,12.46,14.33,18.43,22.79,"22,330","25,920","29,810","38,340","47,410",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-7099,"Woodworkers, All Other",detailed,190,28.4,0.171,3.42,14.14,"29,400",7.1,9.97,11.80,13.29,14.76,17.92,"20,740","24,540","27,640","30,700","37,280",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8012,Power Distributors and Dispatchers,detailed,180,35.1,0.168,2.01,47.04,"97,850",2.4,37.86,41.45,45.46,54.95,62.02,"78,740","86,220","94,550","114,290","129,010",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8013,Power Plant Operators,detailed,**,**,**,**,36.00,"74,880",2.9,25.14,30.54,36.66,43.07,46.96,"52,290","63,520","76,260","89,600","97,680",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8021,Stationary Engineers and Boiler Operators,detailed,170,9.2,0.152,0.61,31.20,"64,900",2.1,21.84,26.83,32.25,35.82,38.47,"45,430","55,800","67,070","74,500","80,020",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,400,7.7,0.368,0.44,30.88,"64,230",5.3,21.64,25.07,28.98,34.97,44.99,"45,010","52,140","60,270","72,730","93,580",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8091,Chemical Plant and System Operators,detailed,80,10.0,0.074,0.29,30.73,"63,930",3.2,21.68,25.73,32.34,35.95,38.12,"45,100","53,520","67,270","74,780","79,280",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,40,38.2,0.041,0.13,27.50,"57,200",6.2,21.19,23.65,26.47,31.27,35.68,"44,080","49,190","55,060","65,050","74,220",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-8099,"Plant and System Operators, All Other",detailed,110,31.3,0.101,1.21,23.87,"49,650",6.2,13.34,19.32,24.14,29.11,33.73,"27,750","40,180","50,220","60,550","70,150",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9011,Chemical Equipment Operators and Tenders,detailed,160,44.4,0.149,0.30,16.56,"34,440",6.4,12.17,13.04,14.49,19.34,24.82,"25,310","27,120","30,140","40,220","51,630",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,290,19.0,0.264,0.76,19.68,"40,930",11.2,10.58,12.06,18.80,24.93,29.16,"22,000","25,080","39,090","51,860","60,640",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,350,15.0,0.324,1.44,18.39,"38,250",3.5,12.61,14.28,17.92,21.94,25.07,"26,230","29,700","37,280","45,630","52,150",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9022,"Grinding and Polishing Workers, Hand",detailed,410,28.1,0.380,1.86,13.41,"27,900",3.5,9.42,10.29,13.03,15.89,18.34,"19,590","21,410","27,100","33,060","38,140",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,530,13.9,0.487,0.52,17.17,"35,720",3.9,10.79,12.53,15.16,20.55,24.08,"22,450","26,060","31,530","42,740","50,090",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9031,"Cutters and Trimmers, Hand",detailed,310,27.9,0.286,2.51,16.02,"33,320",6.2,9.67,11.55,15.53,20.74,23.18,"20,110","24,010","32,310","43,140","48,220",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,540,22.3,0.495,1.08,18.69,"38,880",2.4,12.80,15.68,18.35,22.05,25.38,"26,620","32,620","38,180","45,860","52,800",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,600,25.6,0.552,1.07,16.84,"35,020",6.4,10.94,12.65,14.63,20.87,26.82,"22,760","26,320","30,440","43,400","55,790",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,130,23.7,0.121,0.85,18.81,"39,120",2.2,13.91,15.99,18.76,21.84,23.72,"28,930","33,270","39,020","45,430","49,330",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,"3,660",7.0,3.366,0.91,19.72,"41,010",2.8,11.77,14.28,18.40,23.20,29.59,"24,470","29,710","38,270","48,250","61,550",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9071,Jewelers and Precious Stone and Metal Workers,detailed,140,26.5,0.133,0.72,21.28,"44,250",12.2,12.61,15.38,18.19,26.47,37.97,"26,220","32,000","37,820","55,050","78,980",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9081,Dental Laboratory Technicians,detailed,440,30.2,0.406,1.49,20.64,"42,940",5.2,11.51,14.28,20.77,25.95,29.82,"23,940","29,700","43,200","53,970","62,030",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9082,Medical Appliance Technicians,detailed,100,40.2,0.089,0.84,25.75,"53,560",8.6,16.90,19.59,24.19,32.96,36.95,"35,160","40,750","50,310","68,560","76,860",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9083,Ophthalmic Laboratory Technicians,detailed,450,21.7,0.414,2.04,15.39,"32,010",5.9,9.69,11.79,14.26,18.60,22.78,"20,150","24,530","29,660","38,680","47,390",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9111,Packaging and Filling Machine Operators and Tenders,detailed,"2,250",9.4,2.066,0.75,15.82,"32,900",3.8,10.16,11.57,14.65,18.71,24.39,"21,140","24,060","30,460","38,910","50,730",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,870,11.7,0.804,1.25,16.50,"34,330",2.9,10.95,12.87,15.35,20.05,23.44,"22,770","26,780","31,920","41,690","48,750",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9122,"Painters, Transportation Equipment",detailed,490,8.4,0.448,1.19,25.67,"53,400",10.7,14.70,16.97,21.25,29.92,51.92,"30,580","35,310","44,190","62,240","108,000",,
2015,OR,38900,"Portland-Vancouver-Hillsboro, OR-WA",51-9123,"Painting, Coating, and Decorating Workers",detailed,**,**,**,**,15.35,"31,920",6.8,10.49,12.00,14.43,18.26,21.99,"21,820","24,970","30,010","37,980","45,740",,
